,GLOSATIPOESTABLECIMIENTO,semana,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
61,CEAR,5,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
62,CEAR,5,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
63,CEAR,5,10,Atenciones de urgencia - IRA Alta (J00-J06),2,0,0,0,1,1
64,CEAR,5,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
65,CEAR,5,25,Hospitalizaciones - Total,0,0,0,0,0,0
66,CEAR,5,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,1,1,0,6,2
67,CEAR,5,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",10,0,3,3,3,1
68,CEAR,5,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
69,CEAR,5,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
70,CEAR,6,1,Atenciones de urgencia - Total,53,4,8,10,19,12
71,CEAR,6,2,Atenciones de urgencia - Total Respiratorios,19,3,1,4,7,4
72,CEAR,6,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,1,0
73,CEAR,6,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
74,CEAR,6,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,1,2
75,CEAR,6,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,0,1
76,CEAR,6,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
77,CEAR,6,10,Atenciones de urgencia - IRA Alta (J00-J06),13,3,1,4,5,0
78,CEAR,6,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
79,CEAR,6,25,Hospitalizaciones - Total,0,0,0,0,0,0
80,CEAR,6,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",11,1,1,0,6,3
81,CEAR,6,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",11,0,3,5,2,1
82,CEAR,6,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
83,CEAR,6,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
84,CEAR,7,1,Atenciones de urgencia - Total,47,6,11,2,23,5
85,CEAR,7,2,Atenciones de urgencia - Total Respiratorios,14,2,2,1,7,2
86,CEAR,7,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,1,0
87,CEAR,7,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
88,CEAR,7,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,1,1
89,CEAR,7,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,1,0,0,0
90,CEAR,7,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
91,CEAR,7,10,Atenciones de urgencia - IRA Alta (J00-J06),10,2,1,1,5,1
92,CEAR,7,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
93,CEAR,7,25,Hospitalizaciones - Total,0,0,0,0,0,0
94,CEAR,7,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",9,1,1,0,6,1
95,CEAR,7,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",12,2,2,1,5,2
96,CEAR,7,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
97,CEAR,7,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
98,CEAR,8,1,Atenciones de urgencia - Total,51,2,1,10,22,16
99,CEAR,8,2,Atenciones de urgencia - Total Respiratorios,18,0,1,5,3,9
100,CEAR,8,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,0,0,2,0,0
101,CEAR,8,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
102,CEAR,8,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,0,0,2,2
103,CEAR,8,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,0,1
104,CEAR,8,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
105,CEAR,8,10,Atenciones de urgencia - IRA Alta (J00-J06),9,0,1,3,1,4
106,CEAR,8,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,0,2
107,CEAR,8,25,Hospitalizaciones - Total,0,0,0,0,0,0
108,CEAR,8,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",19,1,0,2,13,3
109,CEAR,8,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",7,1,0,2,3,1
110,CEAR,8,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
111,CEAR,8,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
112,CEAR,9,1,Atenciones de urgencia - Total,62,4,8,10,37,3
113,CEAR,9,2,Atenciones de urgencia - Total Respiratorios,12,2,2,1,7,0
114,CEAR,9,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,1,1,0,0,0
115,CEAR,9,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
116,CEAR,9,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,3,0
117,CEAR,9,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,1,0,0,0
118,CEAR,9,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
119,CEAR,9,10,Atenciones de urgencia - IRA Alta (J00-J06),4,1,0,1,2,0
120,CEAR,9,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,2,0
121,CEAR,9,25,Hospitalizaciones - Total,0,0,0,0,0,0
122,CEAR,9,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",32,0,3,6,21,2
123,CEAR,9,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",14,2,2,3,7,0
124,CEAR,9,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
125,CEAR,9,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
126,CEAR,10,1,Atenciones de urgencia - Total,90,4,13,14,44,15
127,CEAR,10,2,Atenciones de urgencia - Total Respiratorios,12,0,3,1,7,1
128,CEAR,10,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,2,0
129,CEAR,10,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
130,CEAR,10,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
131,CEAR,10,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",2,0,2,0,0,0
132,CEAR,10,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
133,CEAR,10,10,Atenciones de urgencia - IRA Alta (J00-J06),5,0,0,1,4,0
134,CEAR,10,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
135,CEAR,10,25,Hospitalizaciones - Total,0,0,0,0,0,0
136,CEAR,10,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",30,1,1,4,17,7
137,CEAR,10,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",39,2,6,9,17,5
138,CEAR,10,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
139,CEAR,10,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
140,CEAR,11,1,Atenciones de urgencia - Total,169,7,47,40,65,10
141,CEAR,11,2,Atenciones de urgencia - Total Respiratorios,40,1,11,11,13,4
142,CEAR,11,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,2,0
143,CEAR,11,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
144,CEAR,11,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,1,1
145,CEAR,11,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
146,CEAR,11,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
147,CEAR,11,10,Atenciones de urgencia - IRA Alta (J00-J06),32,1,10,11,8,2
148,CEAR,11,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
149,CEAR,11,25,Hospitalizaciones - Total,0,0,0,0,0,0
150,CEAR,11,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",27,0,4,2,18,3
151,CEAR,11,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",94,6,29,27,30,2
152,CEAR,11,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
153,CEAR,11,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
154,CEAR,12,1,Atenciones de urgencia - Total,180,9,29,44,86,12
155,CEAR,12,2,Atenciones de urgencia - Total Respiratorios,33,1,9,8,13,2
156,CEAR,12,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),6,1,5,0,0,0
157,CEAR,12,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
158,CEAR,12,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,0,2
159,CEAR,12,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,1,0
160,CEAR,12,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
161,CEAR,12,10,Atenciones de urgencia - IRA Alta (J00-J06),22,0,4,8,10,0
162,CEAR,12,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
163,CEAR,12,25,Hospitalizaciones - Total,0,0,0,0,0,0
164,CEAR,12,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",28,0,1,1,21,5
165,CEAR,12,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",110,8,17,32,49,4
166,CEAR,12,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
167,CEAR,12,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
168,CEAR,13,1,Atenciones de urgencia - Total,151,7,44,30,55,15
169,CEAR,13,2,Atenciones de urgencia - Total Respiratorios,47,3,18,11,11,4
170,CEAR,13,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,1,1,0,1,0
171,CEAR,13,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
172,CEAR,13,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,0,2
173,CEAR,13,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
174,CEAR,13,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
175,CEAR,13,10,Atenciones de urgencia - IRA Alta (J00-J06),36,1,17,10,7,1
176,CEAR,13,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),4,0,0,1,2,1
177,CEAR,13,25,Hospitalizaciones - Total,0,0,0,0,0,0
178,CEAR,13,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",15,1,0,1,9,4
179,CEAR,13,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",77,3,22,17,29,6
180,CEAR,13,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
181,CEAR,13,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
182,CEAR,14,1,Atenciones de urgencia - Total,113,5,26,14,48,20
183,CEAR,14,2,Atenciones de urgencia - Total Respiratorios,31,3,7,3,10,8
184,CEAR,14,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),5,0,2,0,3,0
185,CEAR,14,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
186,CEAR,14,5,Atenciones de urgencia - Neumonía (J12-J18),6,0,0,0,1,5
187,CEAR,14,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
188,CEAR,14,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
189,CEAR,14,10,Atenciones de urgencia - IRA Alta (J00-J06),19,3,5,3,6,2
190,CEAR,14,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
191,CEAR,14,25,Hospitalizaciones - Total,0,0,0,0,0,0
192,CEAR,14,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",12,0,0,0,7,5
193,CEAR,14,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",59,2,16,11,26,4
194,CEAR,14,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
195,CEAR,14,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
196,CEAR,15,1,Atenciones de urgencia - Total,172,6,58,35,67,6
197,CEAR,15,2,Atenciones de urgencia - Total Respiratorios,48,3,24,4,16,1
198,CEAR,15,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),10,1,6,0,3,0
199,CEAR,15,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
200,CEAR,15,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,1,0
201,CEAR,15,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
202,CEAR,15,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
203,CEAR,15,10,Atenciones de urgencia - IRA Alta (J00-J06),34,1,17,4,11,1
204,CEAR,15,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,1,0,1,0
205,CEAR,15,25,Hospitalizaciones - Total,0,0,0,0,0,0
206,CEAR,15,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",7,0,0,0,6,1
207,CEAR,15,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",103,3,29,30,38,3
208,CEAR,15,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
209,CEAR,15,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
210,CEAR,16,1,Atenciones de urgencia - Total,165,8,56,37,53,11
211,CEAR,16,2,Atenciones de urgencia - Total Respiratorios,50,4,24,8,13,1
212,CEAR,16,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),7,0,6,0,1,0
213,CEAR,16,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,1,1,0
214,CEAR,16,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,0,0,3,1
215,CEAR,16,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,1,1,1,0,0
216,CEAR,16,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
217,CEAR,16,10,Atenciones de urgencia - IRA Alta (J00-J06),33,3,17,6,7,0
218,CEAR,16,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
219,CEAR,16,25,Hospitalizaciones - Total,0,0,0,0,0,0
220,CEAR,16,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,2,2
221,CEAR,16,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",96,4,24,27,37,4
222,CEAR,16,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
223,CEAR,16,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
224,CEAR,17,1,Atenciones de urgencia - Total,177,15,44,42,67,9
225,CEAR,17,2,Atenciones de urgencia - Total Respiratorios,64,8,20,18,13,5
226,CEAR,17,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),14,2,4,2,6,0
227,CEAR,17,4,Atenciones de urgencia - Influenza (J09-J11),4,0,0,2,2,0
228,CEAR,17,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
229,CEAR,17,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
230,CEAR,17,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
231,CEAR,17,10,Atenciones de urgencia - IRA Alta (J00-J06),41,5,16,14,5,1
232,CEAR,17,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),3,0,0,0,0,3
233,CEAR,17,25,Hospitalizaciones - Total,0,0,0,0,0,0
234,CEAR,17,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,3,0
235,CEAR,17,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",99,7,20,24,45,3
236,CEAR,17,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
237,CEAR,17,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
238,CEAR,18,1,Atenciones de urgencia - Total,142,8,29,37,57,11
239,CEAR,18,2,Atenciones de urgencia - Total Respiratorios,64,4,17,17,19,7
240,CEAR,18,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),10,0,5,0,3,2
241,CEAR,18,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,0,2,0
242,CEAR,18,5,Atenciones de urgencia - Neumonía (J12-J18),5,0,0,0,1,4
243,CEAR,18,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,1,0,0,2,0
244,CEAR,18,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
245,CEAR,18,10,Atenciones de urgencia - IRA Alta (J00-J06),43,3,12,17,11,0
246,CEAR,18,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
247,CEAR,18,25,Hospitalizaciones - Total,0,0,0,0,0,0
248,CEAR,18,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,1,2
249,CEAR,18,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",70,4,12,19,34,1
250,CEAR,18,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
251,CEAR,18,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
252,CEAR,19,1,Atenciones de urgencia - Total,171,10,35,49,61,16
253,CEAR,19,2,Atenciones de urgencia - Total Respiratorios,84,8,21,19,31,5
254,CEAR,19,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),7,0,0,2,4,1
255,CEAR,19,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,0,5,0
256,CEAR,19,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,1,0,1,2
257,CEAR,19,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",8,1,3,1,2,1
258,CEAR,19,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
259,CEAR,19,10,Atenciones de urgencia - IRA Alta (J00-J06),60,7,17,16,19,1
260,CEAR,19,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
261,CEAR,19,25,Hospitalizaciones - Total,0,0,0,0,0,0
262,CEAR,19,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,1,0,1
263,CEAR,19,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",73,2,13,25,24,9
264,CEAR,19,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
265,CEAR,19,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
266,CEAR,20,1,Atenciones de urgencia - Total,199,12,49,49,76,13
267,CEAR,20,2,Atenciones de urgencia - Total Respiratorios,131,10,37,34,45,5
268,CEAR,20,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),22,2,8,3,7,2
269,CEAR,20,4,Atenciones de urgencia - Influenza (J09-J11),9,0,0,3,6,0
270,CEAR,20,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,2,0,1,0
271,CEAR,20,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",7,0,4,1,1,1
272,CEAR,20,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
273,CEAR,20,10,Atenciones de urgencia - IRA Alta (J00-J06),89,8,23,27,29,2
274,CEAR,20,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
275,CEAR,20,25,Hospitalizaciones - Total,0,0,0,0,0,0
276,CEAR,20,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
277,CEAR,20,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",49,2,6,11,24,6
278,CEAR,20,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
279,CEAR,20,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
280,CEAR,21,1,Atenciones de urgencia - Total,214,19,62,61,59,13
281,CEAR,21,2,Atenciones de urgencia - Total Respiratorios,130,14,37,37,35,7
282,CEAR,21,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),25,7,8,4,5,1
283,CEAR,21,4,Atenciones de urgencia - Influenza (J09-J11),12,1,1,2,7,1
284,CEAR,21,5,Atenciones de urgencia - Neumonía (J12-J18),8,0,1,0,7,0
