,GLOSATIPOESTABLECIMIENTO,semana,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
110,CEAR,8,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
111,CEAR,8,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
112,CEAR,9,1,Atenciones de urgencia - Total,42,0,2,2,30,8
113,CEAR,9,2,Atenciones de urgencia - Total Respiratorios,2,0,0,1,0,1
114,CEAR,9,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
115,CEAR,9,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
116,CEAR,9,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
117,CEAR,9,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,1,0,0
118,CEAR,9,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
119,CEAR,9,10,Atenciones de urgencia - IRA Alta (J00-J06),0,0,0,0,0,0
120,CEAR,9,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
121,CEAR,9,25,Hospitalizaciones - Total,0,0,0,0,0,0
122,CEAR,9,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,2,0
123,CEAR,9,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",14,0,1,0,10,3
124,CEAR,9,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
125,CEAR,9,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
126,CEAR,10,1,Atenciones de urgencia - Total,66,3,4,5,50,4
127,CEAR,10,2,Atenciones de urgencia - Total Respiratorios,8,2,2,0,3,1
128,CEAR,10,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,1,0,0,0
129,CEAR,10,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
130,CEAR,10,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
131,CEAR,10,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,1,0
132,CEAR,10,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
133,CEAR,10,10,Atenciones de urgencia - IRA Alta (J00-J06),5,2,1,0,2,0
134,CEAR,10,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
135,CEAR,10,25,Hospitalizaciones - Total,0,0,0,0,0,0
136,CEAR,10,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",5,0,0,0,5,0
137,CEAR,10,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",32,0,1,4,27,0
138,CEAR,10,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
139,CEAR,10,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
140,CEAR,11,1,Atenciones de urgencia - Total,86,1,7,7,65,6
141,CEAR,11,2,Atenciones de urgencia - Total Respiratorios,7,0,3,1,2,1
142,CEAR,11,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,1,0,0,0
143,CEAR,11,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
144,CEAR,11,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
145,CEAR,11,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,1,0
146,CEAR,11,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
147,CEAR,11,10,Atenciones de urgencia - IRA Alta (J00-J06),3,0,2,0,1,0
148,CEAR,11,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,1,0,1
149,CEAR,11,25,Hospitalizaciones - Total,0,0,0,0,0,0
150,CEAR,11,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,2,1
151,CEAR,11,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",33,0,2,1,27,3
152,CEAR,11,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
153,CEAR,11,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
154,CEAR,12,1,Atenciones de urgencia - Total,115,1,4,12,89,9
155,CEAR,12,2,Atenciones de urgencia - Total Respiratorios,11,0,2,4,4,1
156,CEAR,12,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
157,CEAR,12,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
158,CEAR,12,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,2,0
159,CEAR,12,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,0,2,1,0,0
160,CEAR,12,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
161,CEAR,12,10,Atenciones de urgencia - IRA Alta (J00-J06),4,0,0,3,1,0
162,CEAR,12,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
163,CEAR,12,25,Hospitalizaciones - Total,0,0,0,0,0,0
164,CEAR,12,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",8,0,0,0,8,0
165,CEAR,12,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",70,1,2,6,58,3
166,CEAR,12,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
167,CEAR,12,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
168,CEAR,13,1,Atenciones de urgencia - Total,80,0,6,6,58,10
169,CEAR,13,2,Atenciones de urgencia - Total Respiratorios,7,0,1,2,3,1
170,CEAR,13,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
171,CEAR,13,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
172,CEAR,13,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,2,0
173,CEAR,13,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",2,0,0,0,1,1
174,CEAR,13,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
175,CEAR,13,10,Atenciones de urgencia - IRA Alta (J00-J06),3,0,1,2,0,0
176,CEAR,13,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
177,CEAR,13,25,Hospitalizaciones - Total,0,0,0,0,0,0
178,CEAR,13,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",9,0,0,0,9,0
179,CEAR,13,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",38,0,4,1,29,4
180,CEAR,13,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
181,CEAR,13,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
182,CEAR,14,1,Atenciones de urgencia - Total,110,0,3,9,79,19
183,CEAR,14,2,Atenciones de urgencia - Total Respiratorios,9,0,2,2,2,3
184,CEAR,14,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,0,1
185,CEAR,14,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
186,CEAR,14,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,1,0
187,CEAR,14,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,0,0,2,1,0
188,CEAR,14,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
189,CEAR,14,10,Atenciones de urgencia - IRA Alta (J00-J06),2,0,2,0,0,0
190,CEAR,14,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,0,2
191,CEAR,14,25,Hospitalizaciones - Total,0,0,0,0,0,0
192,CEAR,14,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",18,0,0,1,15,2
193,CEAR,14,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",61,0,1,3,47,10
194,CEAR,14,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
195,CEAR,14,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
196,CEAR,15,1,Atenciones de urgencia - Total,108,0,1,3,89,15
197,CEAR,15,2,Atenciones de urgencia - Total Respiratorios,3,0,0,0,1,2
198,CEAR,15,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
199,CEAR,15,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
200,CEAR,15,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,1,1
201,CEAR,15,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
202,CEAR,15,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
203,CEAR,15,10,Atenciones de urgencia - IRA Alta (J00-J06),1,0,0,0,0,1
204,CEAR,15,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
205,CEAR,15,25,Hospitalizaciones - Total,0,0,0,0,0,0
206,CEAR,15,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",17,0,0,0,15,2
207,CEAR,15,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",59,0,1,2,49,7
208,CEAR,15,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
209,CEAR,15,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
210,CEAR,16,1,Atenciones de urgencia - Total,83,1,0,2,70,10
211,CEAR,16,2,Atenciones de urgencia - Total Respiratorios,3,1,0,0,2,0
212,CEAR,16,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
213,CEAR,16,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
214,CEAR,16,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,1,0
215,CEAR,16,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
216,CEAR,16,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
217,CEAR,16,10,Atenciones de urgencia - IRA Alta (J00-J06),1,1,0,0,0,0
218,CEAR,16,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
219,CEAR,16,25,Hospitalizaciones - Total,0,0,0,0,0,0
220,CEAR,16,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,0,0,0,7,3
221,CEAR,16,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",40,0,0,1,35,4
222,CEAR,16,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
223,CEAR,16,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
224,CEAR,17,1,Atenciones de urgencia - Total,79,0,0,7,60,12
225,CEAR,17,2,Atenciones de urgencia - Total Respiratorios,10,0,0,1,7,2
226,CEAR,17,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
227,CEAR,17,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
228,CEAR,17,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
229,CEAR,17,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",6,0,0,0,5,1
230,CEAR,17,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
231,CEAR,17,10,Atenciones de urgencia - IRA Alta (J00-J06),3,0,0,1,2,0
232,CEAR,17,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
233,CEAR,17,25,Hospitalizaciones - Total,0,0,0,0,0,0
234,CEAR,17,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",12,0,0,0,11,1
235,CEAR,17,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",35,0,0,2,29,4
236,CEAR,17,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
237,CEAR,17,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
238,CEAR,18,1,Atenciones de urgencia - Total,77,0,1,8,63,5
239,CEAR,18,2,Atenciones de urgencia - Total Respiratorios,6,0,1,2,1,2
240,CEAR,18,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,0,0,0,0,2
241,CEAR,18,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
242,CEAR,18,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
243,CEAR,18,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
244,CEAR,18,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
245,CEAR,18,10,Atenciones de urgencia - IRA Alta (J00-J06),3,0,1,1,1,0
246,CEAR,18,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,1,0,0
247,CEAR,18,25,Hospitalizaciones - Total,0,0,0,0,0,0
248,CEAR,18,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",12,0,0,0,12,0
249,CEAR,18,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",38,0,0,3,34,1
250,CEAR,18,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
251,CEAR,18,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
252,CEAR,19,1,Atenciones de urgencia - Total,90,1,3,2,70,14
253,CEAR,19,2,Atenciones de urgencia - Total Respiratorios,8,1,1,0,3,3
254,CEAR,19,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,1,0,0,0,1
255,CEAR,19,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
256,CEAR,19,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
257,CEAR,19,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",2,0,0,0,1,1
258,CEAR,19,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
259,CEAR,19,10,Atenciones de urgencia - IRA Alta (J00-J06),3,0,1,0,2,0
260,CEAR,19,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
261,CEAR,19,25,Hospitalizaciones - Total,0,0,0,0,0,0
262,CEAR,19,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,0,0,0,8,2
263,CEAR,19,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",43,0,2,2,34,5
264,CEAR,19,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
265,CEAR,19,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
266,CEAR,20,1,Atenciones de urgencia - Total,103,1,4,8,70,20
267,CEAR,20,2,Atenciones de urgencia - Total Respiratorios,13,1,2,1,4,5
268,CEAR,20,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
269,CEAR,20,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
270,CEAR,20,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,0,3
271,CEAR,20,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,0,1
272,CEAR,20,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
273,CEAR,20,10,Atenciones de urgencia - IRA Alta (J00-J06),9,1,2,1,4,1
274,CEAR,20,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
275,CEAR,20,25,Hospitalizaciones - Total,0,0,0,0,0,0
276,CEAR,20,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",22,0,0,0,14,8
277,CEAR,20,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",33,0,2,5,24,2
278,CEAR,20,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
279,CEAR,20,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
280,CEAR,21,1,Atenciones de urgencia - Total,144,0,3,2,124,15
281,CEAR,21,2,Atenciones de urgencia - Total Respiratorios,9,0,2,0,5,2
282,CEAR,21,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,0,1,0,1,0
283,CEAR,21,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
284,CEAR,21,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,0,2
