GLOSATIPOESTABLECIMIENTO,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
CEAR,03-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,03-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,04-2023,1,Atenciones de urgencia - Total,57,5,12,5,22,13
CEAR,04-2023,2,Atenciones de urgencia - Total Respiratorios,25,3,6,3,6,7
CEAR,04-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),4,2,1,0,1,0
CEAR,04-2023,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
CEAR,04-2023,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,0,3
CEAR,04-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,1,0,0,1,1
CEAR,04-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,04-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),11,0,5,3,3,0
CEAR,04-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),3,0,0,0,0,3
CEAR,04-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,04-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",8,0,0,1,6,1
CEAR,04-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",13,1,2,1,8,1
CEAR,04-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,04-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,05-2023,1,Atenciones de urgencia - Total,32,2,6,3,12,9
CEAR,05-2023,2,Atenciones de urgencia - Total Respiratorios,6,0,1,0,2,3
CEAR,05-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,1,0,0,0
CEAR,05-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,05-2023,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
CEAR,05-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
CEAR,05-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,05-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),2,0,0,0,1,1
CEAR,05-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
CEAR,05-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,05-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",10,1,1,0,6,2
CEAR,05-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",10,0,3,3,3,1
CEAR,05-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,05-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,06-2023,1,Atenciones de urgencia - Total,53,4,8,10,19,12
CEAR,06-2023,2,Atenciones de urgencia - Total Respiratorios,19,3,1,4,7,4
CEAR,06-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,1,0
CEAR,06-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,06-2023,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,1,2
CEAR,06-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,0,1
CEAR,06-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,06-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),13,3,1,4,5,0
CEAR,06-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
CEAR,06-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,06-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",11,1,1,0,6,3
CEAR,06-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",11,0,3,5,2,1
CEAR,06-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,06-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,07-2023,1,Atenciones de urgencia - Total,47,6,11,2,23,5
CEAR,07-2023,2,Atenciones de urgencia - Total Respiratorios,14,2,2,1,7,2
CEAR,07-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,1,0
CEAR,07-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,07-2023,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,1,1
CEAR,07-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,1,0,0,0
CEAR,07-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,07-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),10,2,1,1,5,1
CEAR,07-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
CEAR,07-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,07-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",9,1,1,0,6,1
CEAR,07-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",12,2,2,1,5,2
CEAR,07-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,07-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,08-2023,1,Atenciones de urgencia - Total,51,2,1,10,22,16
CEAR,08-2023,2,Atenciones de urgencia - Total Respiratorios,18,0,1,5,3,9
CEAR,08-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,0,0,2,0,0
CEAR,08-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,08-2023,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,0,0,2,2
CEAR,08-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,0,1
CEAR,08-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,08-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),9,0,1,3,1,4
CEAR,08-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,0,2
CEAR,08-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,08-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",19,1,0,2,13,3
CEAR,08-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",7,1,0,2,3,1
CEAR,08-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,08-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,09-2023,1,Atenciones de urgencia - Total,62,4,8,10,37,3
CEAR,09-2023,2,Atenciones de urgencia - Total Respiratorios,12,2,2,1,7,0
CEAR,09-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2,1,1,0,0,0
CEAR,09-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,09-2023,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,0,0,3,0
CEAR,09-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,1,0,0,0
CEAR,09-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,09-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),4,1,0,1,2,0
CEAR,09-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,2,0
CEAR,09-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,09-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",32,0,3,6,21,2
CEAR,09-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",14,2,2,3,7,0
CEAR,09-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,09-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,10-2023,1,Atenciones de urgencia - Total,90,4,13,14,44,15
CEAR,10-2023,2,Atenciones de urgencia - Total Respiratorios,12,0,3,1,7,1
CEAR,10-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,2,0
CEAR,10-2023,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
CEAR,10-2023,5,Atenciones de urgencia - Neumonía (J12-J18),0,0,0,0,0,0
CEAR,10-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",2,0,2,0,0,0
CEAR,10-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,10-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),5,0,0,1,4,0
CEAR,10-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
CEAR,10-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,10-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",30,1,1,4,17,7
CEAR,10-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",39,2,6,9,17,5
CEAR,10-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,10-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,11-2023,1,Atenciones de urgencia - Total,169,7,47,40,65,10
CEAR,11-2023,2,Atenciones de urgencia - Total Respiratorios,40,1,11,11,13,4
CEAR,11-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,2,0
CEAR,11-2023,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
CEAR,11-2023,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,1,1
CEAR,11-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
CEAR,11-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,11-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),32,1,10,11,8,2
CEAR,11-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
CEAR,11-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,11-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",27,0,4,2,18,3
CEAR,11-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",94,6,29,27,30,2
CEAR,11-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,11-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,12-2023,1,Atenciones de urgencia - Total,180,9,29,44,86,12
CEAR,12-2023,2,Atenciones de urgencia - Total Respiratorios,33,1,9,8,13,2
CEAR,12-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),6,1,5,0,0,0
CEAR,12-2023,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
CEAR,12-2023,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,0,2
CEAR,12-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,0,0,0,1,0
CEAR,12-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,12-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),22,0,4,8,10,0
CEAR,12-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
CEAR,12-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,12-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",28,0,1,1,21,5
CEAR,12-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",110,8,17,32,49,4
CEAR,12-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,12-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,13-2023,1,Atenciones de urgencia - Total,151,7,44,30,55,15
CEAR,13-2023,2,Atenciones de urgencia - Total Respiratorios,47,3,18,11,11,4
CEAR,13-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),3,1,1,0,1,0
CEAR,13-2023,4,Atenciones de urgencia - Influenza (J09-J11),1,0,0,0,1,0
CEAR,13-2023,5,Atenciones de urgencia - Neumonía (J12-J18),2,0,0,0,0,2
CEAR,13-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
CEAR,13-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,13-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),36,1,17,10,7,1
CEAR,13-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),4,0,0,1,2,1
CEAR,13-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,13-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",15,1,0,1,9,4
CEAR,13-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",77,3,22,17,29,6
CEAR,13-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,13-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,14-2023,1,Atenciones de urgencia - Total,113,5,26,14,48,20
CEAR,14-2023,2,Atenciones de urgencia - Total Respiratorios,31,3,7,3,10,8
CEAR,14-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),5,0,2,0,3,0
CEAR,14-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,14-2023,5,Atenciones de urgencia - Neumonía (J12-J18),6,0,0,0,1,5
CEAR,14-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",0,0,0,0,0,0
CEAR,14-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,14-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),19,3,5,3,6,2
CEAR,14-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
CEAR,14-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,14-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",12,0,0,0,7,5
CEAR,14-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",59,2,16,11,26,4
CEAR,14-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,14-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,15-2023,1,Atenciones de urgencia - Total,172,6,58,35,67,6
CEAR,15-2023,2,Atenciones de urgencia - Total Respiratorios,48,3,24,4,16,1
CEAR,15-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),10,1,6,0,3,0
CEAR,15-2023,4,Atenciones de urgencia - Influenza (J09-J11),0,0,0,0,0,0
CEAR,15-2023,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,1,0
CEAR,15-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
CEAR,15-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,15-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),34,1,17,4,11,1
CEAR,15-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),2,0,1,0,1,0
CEAR,15-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,15-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",7,0,0,0,6,1
CEAR,15-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",103,3,29,30,38,3
CEAR,15-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,15-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,16-2023,1,Atenciones de urgencia - Total,165,8,56,37,53,11
CEAR,16-2023,2,Atenciones de urgencia - Total Respiratorios,50,4,24,8,13,1
CEAR,16-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),7,0,6,0,1,0
CEAR,16-2023,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,1,1,0
CEAR,16-2023,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,0,0,3,1
CEAR,16-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,1,1,1,0,0
CEAR,16-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,16-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),33,3,17,6,7,0
CEAR,16-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
CEAR,16-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,16-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",4,0,0,0,2,2
CEAR,16-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",96,4,24,27,37,4
CEAR,16-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,16-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,17-2023,1,Atenciones de urgencia - Total,177,15,44,42,67,9
CEAR,17-2023,2,Atenciones de urgencia - Total Respiratorios,64,8,20,18,13,5
CEAR,17-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),14,2,4,2,6,0
CEAR,17-2023,4,Atenciones de urgencia - Influenza (J09-J11),4,0,0,2,2,0
CEAR,17-2023,5,Atenciones de urgencia - Neumonía (J12-J18),1,0,0,0,0,1
CEAR,17-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1,1,0,0,0,0
CEAR,17-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,17-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),41,5,16,14,5,1
CEAR,17-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),3,0,0,0,0,3
CEAR,17-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,17-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,3,0
CEAR,17-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",99,7,20,24,45,3
CEAR,17-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,17-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,18-2023,1,Atenciones de urgencia - Total,142,8,29,37,57,11
CEAR,18-2023,2,Atenciones de urgencia - Total Respiratorios,64,4,17,17,19,7
CEAR,18-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),10,0,5,0,3,2
CEAR,18-2023,4,Atenciones de urgencia - Influenza (J09-J11),2,0,0,0,2,0
CEAR,18-2023,5,Atenciones de urgencia - Neumonía (J12-J18),5,0,0,0,1,4
CEAR,18-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",3,1,0,0,2,0
CEAR,18-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,18-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),43,3,12,17,11,0
CEAR,18-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
CEAR,18-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,18-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",3,0,0,0,1,2
CEAR,18-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",70,4,12,19,34,1
CEAR,18-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,18-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,19-2023,1,Atenciones de urgencia - Total,171,10,35,49,61,16
CEAR,19-2023,2,Atenciones de urgencia - Total Respiratorios,84,8,21,19,31,5
CEAR,19-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),7,0,0,2,4,1
CEAR,19-2023,4,Atenciones de urgencia - Influenza (J09-J11),5,0,0,0,5,0
CEAR,19-2023,5,Atenciones de urgencia - Neumonía (J12-J18),4,0,1,0,1,2
CEAR,19-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",8,1,3,1,2,1
CEAR,19-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,19-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),60,7,17,16,19,1
CEAR,19-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
CEAR,19-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,19-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,1,0,1
CEAR,19-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",73,2,13,25,24,9
CEAR,19-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
CEAR,19-2023,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
CEAR,20-2023,1,Atenciones de urgencia - Total,199,12,49,49,76,13
CEAR,20-2023,2,Atenciones de urgencia - Total Respiratorios,131,10,37,34,45,5
CEAR,20-2023,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),22,2,8,3,7,2
CEAR,20-2023,4,Atenciones de urgencia - Influenza (J09-J11),9,0,0,3,6,0
CEAR,20-2023,5,Atenciones de urgencia - Neumonía (J12-J18),3,0,2,0,1,0
CEAR,20-2023,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",7,0,4,1,1,1
CEAR,20-2023,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
CEAR,20-2023,10,Atenciones de urgencia - IRA Alta (J00-J06),89,8,23,27,29,2
CEAR,20-2023,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
CEAR,20-2023,25,Hospitalizaciones - Total,0,0,0,0,0,0
CEAR,20-2023,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
CEAR,20-2023,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",49,2,6,11,24,6
CEAR,20-2023,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
