,GLOSATIPOESTABLECIMIENTO,semana,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
26,Hospital,3,7,Hospitalizaciones - Sistema Respiratorio,219,36,21,19,54,89
27,Hospital,3,10,Atenciones de urgencia - IRA Alta (J00-J06),1383,303,560,301,185,34
28,Hospital,3,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),168,23,26,20,52,47
29,Hospital,3,25,Hospitalizaciones - Total,2696,165,136,212,1223,960
30,Hospital,4,1,Atenciones de urgencia - Total,26975,1938,4183,4330,11597,4927
31,Hospital,4,2,Atenciones de urgencia - Total Respiratorios,2451,543,732,375,453,348
32,Hospital,4,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),306,116,106,29,33,22
33,Hospital,4,4,Atenciones de urgencia - Influenza (J09-J11),24,0,4,7,7,6
34,Hospital,4,5,Atenciones de urgencia - Neumonía (J12-J18),239,20,31,8,74,106
35,Hospital,4,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",372,32,63,44,115,118
36,Hospital,4,7,Hospitalizaciones - Sistema Respiratorio,182,20,21,8,47,86
37,Hospital,4,10,Atenciones de urgencia - IRA Alta (J00-J06),1344,360,495,273,178,38
38,Hospital,4,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),166,15,33,14,46,58
39,Hospital,4,25,Hospitalizaciones - Total,2650,132,153,186,1190,989
40,Hospital,5,1,Atenciones de urgencia - Total,26223,1904,3867,4096,11399,4957
41,Hospital,5,2,Atenciones de urgencia - Total Respiratorios,2411,473,719,330,499,390
42,Hospital,5,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),288,103,98,24,30,33
43,Hospital,5,4,Atenciones de urgencia - Influenza (J09-J11),22,1,2,3,9,7
44,Hospital,5,5,Atenciones de urgencia - Neumonía (J12-J18),217,14,16,10,60,117
45,Hospital,5,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",457,29,69,35,184,140
46,Hospital,5,7,Hospitalizaciones - Sistema Respiratorio,244,21,15,14,105,89
47,Hospital,5,10,Atenciones de urgencia - IRA Alta (J00-J06),1264,313,509,241,168,33
48,Hospital,5,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),163,13,25,17,48,60
49,Hospital,5,25,Hospitalizaciones - Total,2561,155,116,180,1219,891
50,Hospital,6,1,Atenciones de urgencia - Total,25849,1932,3682,4030,11395,4810
51,Hospital,6,2,Atenciones de urgencia - Total Respiratorios,2335,494,719,351,436,335
52,Hospital,6,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),300,98,98,40,37,27
53,Hospital,6,4,Atenciones de urgencia - Influenza (J09-J11),13,0,5,3,5,0
54,Hospital,6,5,Atenciones de urgencia - Neumonía (J12-J18),209,12,26,6,55,110
55,Hospital,6,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",438,42,73,55,153,115
56,Hospital,6,7,Hospitalizaciones - Sistema Respiratorio,228,22,32,9,55,110
57,Hospital,6,10,Atenciones de urgencia - IRA Alta (J00-J06),1239,329,494,233,144,39
58,Hospital,6,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),136,13,23,14,42,44
59,Hospital,6,25,Hospitalizaciones - Total,2550,132,144,190,1133,951
60,Hospital,7,1,Atenciones de urgencia - Total,25258,1937,3634,3923,11325,4439
61,Hospital,7,2,Atenciones de urgencia - Total Respiratorios,2328,501,714,363,480,270
62,Hospital,7,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),261,94,97,27,31,12
63,Hospital,7,4,Atenciones de urgencia - Influenza (J09-J11),14,0,0,5,7,2
64,Hospital,7,5,Atenciones de urgencia - Neumonía (J12-J18),238,11,26,16,75,110
65,Hospital,7,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",361,38,85,48,125,65
66,Hospital,7,7,Hospitalizaciones - Sistema Respiratorio,194,15,24,12,49,94
67,Hospital,7,10,Atenciones de urgencia - IRA Alta (J00-J06),1304,346,486,250,191,31
68,Hospital,7,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),150,12,20,17,51,50
69,Hospital,7,25,Hospitalizaciones - Total,2461,132,140,175,1116,898
70,Hospital,8,1,Atenciones de urgencia - Total,25801,1963,3648,4115,11417,4658
71,Hospital,8,2,Atenciones de urgencia - Total Respiratorios,2315,472,696,359,500,288
72,Hospital,8,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),250,78,85,38,25,24
73,Hospital,8,4,Atenciones de urgencia - Influenza (J09-J11),10,1,4,1,3,1
74,Hospital,8,5,Atenciones de urgencia - Neumonía (J12-J18),252,15,20,20,76,121
75,Hospital,8,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",321,39,54,47,133,48
76,Hospital,8,7,Hospitalizaciones - Sistema Respiratorio,192,21,24,12,53,82
77,Hospital,8,10,Atenciones de urgencia - IRA Alta (J00-J06),1330,325,505,234,223,43
78,Hospital,8,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),152,14,28,19,40,51
79,Hospital,8,25,Hospitalizaciones - Total,2712,138,134,206,1218,1016
80,Hospital,9,1,Atenciones de urgencia - Total,26269,1945,3685,4366,11735,4538
81,Hospital,9,2,Atenciones de urgencia - Total Respiratorios,2442,532,716,361,493,340
82,Hospital,9,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),295,79,107,39,44,26
83,Hospital,9,4,Atenciones de urgencia - Influenza (J09-J11),15,2,3,3,5,2
84,Hospital,9,5,Atenciones de urgencia - Neumonía (J12-J18),229,11,21,12,74,111
85,Hospital,9,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",372,52,60,36,118,106
86,Hospital,9,7,Hospitalizaciones - Sistema Respiratorio,193,25,25,12,48,83
87,Hospital,9,10,Atenciones de urgencia - IRA Alta (J00-J06),1376,373,501,252,202,48
88,Hospital,9,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),155,15,24,19,50,47
89,Hospital,9,25,Hospitalizaciones - Total,2592,135,146,211,1155,945
90,Hospital,10,1,Atenciones de urgencia - Total,27665,2023,3973,5732,11336,4601
91,Hospital,10,2,Atenciones de urgencia - Total Respiratorios,2783,605,899,464,479,336
92,Hospital,10,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),406,107,146,45,74,34
93,Hospital,10,4,Atenciones de urgencia - Influenza (J09-J11),16,2,3,4,7,0
94,Hospital,10,5,Atenciones de urgencia - Neumonía (J12-J18),227,9,13,14,71,120
95,Hospital,10,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",379,43,82,51,117,86
96,Hospital,10,7,Hospitalizaciones - Sistema Respiratorio,206,31,35,21,39,80
97,Hospital,10,10,Atenciones de urgencia - IRA Alta (J00-J06),1581,428,614,324,173,42
98,Hospital,10,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),174,16,41,26,37,54
99,Hospital,10,25,Hospitalizaciones - Total,2617,135,135,217,1174,956
100,Hospital,11,1,Atenciones de urgencia - Total,32286,2671,5350,7372,12193,4700
101,Hospital,11,2,Atenciones de urgencia - Total Respiratorios,4786,1178,1792,935,578,303
102,Hospital,11,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),687,189,296,106,63,33
103,Hospital,11,4,Atenciones de urgencia - Influenza (J09-J11),31,10,6,11,4,0
104,Hospital,11,5,Atenciones de urgencia - Neumonía (J12-J18),268,16,45,23,76,108
105,Hospital,11,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",582,94,177,106,137,68
106,Hospital,11,7,Hospitalizaciones - Sistema Respiratorio,294,55,69,48,53,69
107,Hospital,11,10,Atenciones de urgencia - IRA Alta (J00-J06),2926,842,1179,600,263,42
108,Hospital,11,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),292,27,89,89,35,52
109,Hospital,11,25,Hospitalizaciones - Total,2640,168,203,249,1112,908
110,Hospital,12,1,Atenciones de urgencia - Total,34931,2882,5849,7917,13319,4964
111,Hospital,12,2,Atenciones de urgencia - Total Respiratorios,5014,1214,1749,945,747,359
112,Hospital,12,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),776,253,286,125,75,37
113,Hospital,12,4,Atenciones de urgencia - Influenza (J09-J11),62,10,16,20,16,0
114,Hospital,12,5,Atenciones de urgencia - Neumonía (J12-J18),374,28,64,34,103,145
115,Hospital,12,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",601,92,189,78,169,73
116,Hospital,12,7,Hospitalizaciones - Sistema Respiratorio,295,45,50,53,63,84
117,Hospital,12,10,Atenciones de urgencia - IRA Alta (J00-J06),2851,801,1082,592,329,47
118,Hospital,12,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),350,30,112,96,55,57
119,Hospital,12,25,Hospitalizaciones - Total,2679,168,195,241,1102,973
120,Hospital,13,1,Atenciones de urgencia - Total,33667,2788,6163,7086,12877,4753
121,Hospital,13,2,Atenciones de urgencia - Total Respiratorios,4652,1070,1666,762,771,383
122,Hospital,13,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),848,285,361,109,66,27
123,Hospital,13,4,Atenciones de urgencia - Influenza (J09-J11),38,4,4,11,18,1
124,Hospital,13,5,Atenciones de urgencia - Neumonía (J12-J18),416,29,68,32,116,171
125,Hospital,13,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",557,77,156,79,174,71
126,Hospital,13,7,Hospitalizaciones - Sistema Respiratorio,349,56,55,46,89,103
127,Hospital,13,10,Atenciones de urgencia - IRA Alta (J00-J06),2441,631,970,465,327,48
128,Hospital,13,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),352,44,107,66,70,65
129,Hospital,13,25,Hospitalizaciones - Total,2634,170,183,216,1150,915
130,Hospital,14,1,Atenciones de urgencia - Total,34663,2718,6183,7861,12882,5019
131,Hospital,14,2,Atenciones de urgencia - Total Respiratorios,4266,969,1571,639,652,435
132,Hospital,14,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),775,241,326,85,78,45
133,Hospital,14,4,Atenciones de urgencia - Influenza (J09-J11),45,7,14,10,10,4
134,Hospital,14,5,Atenciones de urgencia - Neumonía (J12-J18),395,29,56,26,101,183
135,Hospital,14,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",492,64,143,69,124,92
136,Hospital,14,7,Hospitalizaciones - Sistema Respiratorio,347,56,54,30,62,145
137,Hospital,14,10,Atenciones de urgencia - IRA Alta (J00-J06),2229,591,916,395,279,48
138,Hospital,14,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),330,37,116,54,60,63
139,Hospital,14,25,Hospitalizaciones - Total,2993,187,198,251,1277,1080
140,Hospital,15,1,Atenciones de urgencia - Total,34353,2614,5964,8173,12682,4920
141,Hospital,15,2,Atenciones de urgencia - Total Respiratorios,4436,949,1745,698,651,393
142,Hospital,15,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),825,272,350,90,71,42
143,Hospital,15,4,Atenciones de urgencia - Influenza (J09-J11),46,9,18,14,5,0
144,Hospital,15,5,Atenciones de urgencia - Neumonía (J12-J18),424,9,79,28,127,181
145,Hospital,15,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",499,75,136,77,139,72
146,Hospital,15,7,Hospitalizaciones - Sistema Respiratorio,351,33,63,25,92,138
147,Hospital,15,10,Atenciones de urgencia - IRA Alta (J00-J06),2333,542,1076,435,245,35
148,Hospital,15,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),309,42,86,54,64,63
149,Hospital,15,25,Hospitalizaciones - Total,2745,146,175,218,1190,1016
150,Hospital,16,1,Atenciones de urgencia - Total,35609,2900,6217,8263,13202,5027
151,Hospital,16,2,Atenciones de urgencia - Total Respiratorios,4565,1020,1812,711,623,399
152,Hospital,16,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),819,268,366,92,62,31
153,Hospital,16,4,Atenciones de urgencia - Influenza (J09-J11),39,5,13,9,9,3
154,Hospital,16,5,Atenciones de urgencia - Neumonía (J12-J18),385,22,86,18,98,161
155,Hospital,16,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",474,54,132,69,134,85
156,Hospital,16,7,Hospitalizaciones - Sistema Respiratorio,368,49,79,38,70,132
157,Hospital,16,10,Atenciones de urgencia - IRA Alta (J00-J06),2466,621,1089,449,254,53
158,Hospital,16,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),382,50,126,74,66,66
159,Hospital,16,25,Hospitalizaciones - Total,2994,159,238,247,1232,1118
160,Hospital,17,1,Atenciones de urgencia - Total,34095,2631,6205,7987,12454,4818
161,Hospital,17,2,Atenciones de urgencia - Total Respiratorios,4738,1041,1951,738,610,398
162,Hospital,17,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),945,271,458,115,66,35
163,Hospital,17,4,Atenciones de urgencia - Influenza (J09-J11),24,2,10,4,7,1
164,Hospital,17,5,Atenciones de urgencia - Neumonía (J12-J18),430,27,65,23,112,203
165,Hospital,17,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",503,80,156,69,127,71
166,Hospital,17,7,Hospitalizaciones - Sistema Respiratorio,372,57,77,41,76,121
167,Hospital,17,10,Atenciones de urgencia - IRA Alta (J00-J06),2456,609,1136,446,233,32
168,Hospital,17,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),380,52,126,81,65,56
169,Hospital,17,25,Hospitalizaciones - Total,2827,172,219,245,1180,1011
170,Hospital,18,1,Atenciones de urgencia - Total,32418,2869,5935,6171,12462,4981
171,Hospital,18,2,Atenciones de urgencia - Total Respiratorios,4895,1179,1969,647,685,415
172,Hospital,18,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),930,265,453,102,71,39
173,Hospital,18,4,Atenciones de urgencia - Influenza (J09-J11),34,4,14,7,6,3
174,Hospital,18,5,Atenciones de urgencia - Neumonía (J12-J18),396,36,76,22,107,155
175,Hospital,18,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",475,66,138,56,137,78
176,Hospital,18,7,Hospitalizaciones - Sistema Respiratorio,409,68,81,28,84,148
177,Hospital,18,10,Atenciones de urgencia - IRA Alta (J00-J06),2634,741,1132,405,288,68
178,Hospital,18,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),426,67,156,55,76,72
179,Hospital,18,25,Hospitalizaciones - Total,2684,168,214,169,1147,986
180,Hospital,19,1,Atenciones de urgencia - Total,34135,2771,5769,7917,12729,4949
181,Hospital,19,2,Atenciones de urgencia - Total Respiratorios,4926,1243,1837,728,713,405
182,Hospital,19,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),957,349,423,82,70,33
183,Hospital,19,4,Atenciones de urgencia - Influenza (J09-J11),36,1,13,10,12,0
184,Hospital,19,5,Atenciones de urgencia - Neumonía (J12-J18),423,39,80,22,100,182
185,Hospital,19,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",477,59,134,41,158,85
186,Hospital,19,7,Hospitalizaciones - Sistema Respiratorio,424,83,71,33,88,149
187,Hospital,19,10,Atenciones de urgencia - IRA Alta (J00-J06),2644,731,1066,503,298,46
188,Hospital,19,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),389,64,121,70,75,59
189,Hospital,19,25,Hospitalizaciones - Total,2836,212,190,218,1192,1024
190,Hospital,20,1,Atenciones de urgencia - Total,34051,2845,5943,8101,12310,4852
191,Hospital,20,2,Atenciones de urgencia - Total Respiratorios,5189,1162,2042,815,746,424
192,Hospital,20,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1154,377,522,133,89,33
193,Hospital,20,4,Atenciones de urgencia - Influenza (J09-J11),32,3,11,11,6,1
194,Hospital,20,5,Atenciones de urgencia - Neumonía (J12-J18),454,52,104,22,121,155
195,Hospital,20,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",523,80,135,58,145,105
196,Hospital,20,7,Hospitalizaciones - Sistema Respiratorio,427,90,69,37,79,152
197,Hospital,20,10,Atenciones de urgencia - IRA Alta (J00-J06),2641,593,1138,529,326,55
198,Hospital,20,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),385,57,132,62,59,75
199,Hospital,20,25,Hospitalizaciones - Total,2735,195,188,251,1094,1007
200,Hospital,21,1,Atenciones de urgencia - Total,33196,3066,6394,6699,12212,4825
201,Hospital,21,2,Atenciones de urgencia - Total Respiratorios,5727,1326,2321,802,803,475
202,Hospital,21,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1172,357,566,121,85,43
203,Hospital,21,4,Atenciones de urgencia - Influenza (J09-J11),28,3,5,12,5,3
204,Hospital,21,5,Atenciones de urgencia - Neumonía (J12-J18),548,56,131,28,133,200
205,Hospital,21,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",605,98,170,53,187,97
206,Hospital,21,7,Hospitalizaciones - Sistema Respiratorio,470,97,102,26,93,152
207,Hospital,21,10,Atenciones de urgencia - IRA Alta (J00-J06),2944,753,1308,525,302,56
208,Hospital,21,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),430,59,141,63,91,76
209,Hospital,21,25,Hospitalizaciones - Total,2853,210,221,235,1129,1058
210,Hospital,22,1,Atenciones de urgencia - Total,30851,2522,5378,6870,11490,4591
211,Hospital,22,2,Atenciones de urgencia - Total Respiratorios,5080,1157,1930,788,743,462
212,Hospital,22,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1132,371,494,97,119,51
213,Hospital,22,4,Atenciones de urgencia - Influenza (J09-J11),32,1,8,9,12,2
214,Hospital,22,5,Atenciones de urgencia - Neumonía (J12-J18),490,38,100,29,121,202
215,Hospital,22,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",512,77,132,60,148,95
216,Hospital,22,7,Hospitalizaciones - Sistema Respiratorio,456,97,98,34,80,147
217,Hospital,22,10,Atenciones de urgencia - IRA Alta (J00-J06),2508,595,1059,533,271,50
218,Hospital,22,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),406,75,137,60,72,62
219,Hospital,22,25,Hospitalizaciones - Total,2715,201,214,183,1115,1002
220,Hospital,23,1,Atenciones de urgencia - Total,31639,2417,5394,7358,11620,4850
221,Hospital,23,2,Atenciones de urgencia - Total Respiratorios,5628,1208,2144,895,864,517
222,Hospital,23,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1174,424,483,128,95,44
223,Hospital,23,4,Atenciones de urgencia - Influenza (J09-J11),52,10,14,11,15,2
224,Hospital,23,5,Atenciones de urgencia - Neumonía (J12-J18),583,45,121,29,159,229
225,Hospital,23,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",689,83,202,115,183,106
226,Hospital,23,7,Hospitalizaciones - Sistema Respiratorio,549,122,111,33,85,198
227,Hospital,23,10,Atenciones de urgencia - IRA Alta (J00-J06),2648,568,1154,553,322,51
228,Hospital,23,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),482,78,170,59,90,85
229,Hospital,23,25,Hospitalizaciones - Total,3004,237,254,207,1150,1156
230,Hospital,24,1,Atenciones de urgencia - Total,30249,2478,5319,6284,11378,4790
231,Hospital,24,2,Atenciones de urgencia - Total Respiratorios,5558,1200,2116,823,897,522
232,Hospital,24,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1396,485,609,118,122,62
233,Hospital,24,4,Atenciones de urgencia - Influenza (J09-J11),62,9,24,20,8,1
234,Hospital,24,5,Atenciones de urgencia - Neumonía (J12-J18),570,44,118,32,148,228
235,Hospital,24,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",673,89,154,112,207,111
236,Hospital,24,7,Hospitalizaciones - Sistema Respiratorio,643,188,147,26,88,194
237,Hospital,24,10,Atenciones de urgencia - IRA Alta (J00-J06),2443,531,1077,482,317,36
238,Hospital,24,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),414,42,134,59,95,84
239,Hospital,24,25,Hospitalizaciones - Total,3111,294,287,215,1164,1151
240,Hospital,25,1,Atenciones de urgencia - Total,33840,2935,5700,8128,12120,4957
241,Hospital,25,2,Atenciones de urgencia - Total Respiratorios,6559,1576,2470,994,901,618
242,Hospital,25,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1595,595,681,128,120,71
243,Hospital,25,4,Atenciones de urgencia - Influenza (J09-J11),79,8,22,30,18,1
244,Hospital,25,5,Atenciones de urgencia - Neumonía (J12-J18),756,98,194,32,163,269
245,Hospital,25,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",648,98,192,76,167,115
246,Hospital,25,7,Hospitalizaciones - Sistema Respiratorio,716,216,180,23,93,204
247,Hospital,25,10,Atenciones de urgencia - IRA Alta (J00-J06),2961,707,1187,667,329,71
248,Hospital,25,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),520,70,194,61,104,91
249,Hospital,25,25,Hospitalizaciones - Total,3181,341,318,237,1194,1091
250,Hospital,26,1,Atenciones de urgencia - Total,33999,2961,6344,8031,11772,4891
251,Hospital,26,2,Atenciones de urgencia - Total Respiratorios,7231,1639,2961,1111,905,615
252,Hospital,26,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1968,707,900,166,109,86
253,Hospital,26,4,Atenciones de urgencia - Influenza (J09-J11),105,5,24,39,29,8
254,Hospital,26,5,Atenciones de urgencia - Neumonía (J12-J18),801,88,229,47,159,278
255,Hospital,26,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",748,112,238,80,207,111
256,Hospital,26,7,Hospitalizaciones - Sistema Respiratorio,822,277,232,30,97,186
257,Hospital,26,10,Atenciones de urgencia - IRA Alta (J00-J06),3020,632,1310,707,320,51
258,Hospital,26,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),589,95,260,72,81,81
259,Hospital,26,25,Hospitalizaciones - Total,3245,402,359,197,1161,1126
260,Hospital,27,1,Atenciones de urgencia - Total,31252,3104,6225,6057,11262,4604
261,Hospital,27,2,Atenciones de urgencia - Total Respiratorios,7798,1869,3188,1127,958,656
262,Hospital,27,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2265,854,1046,163,125,77
263,Hospital,27,4,Atenciones de urgencia - Influenza (J09-J11),132,4,47,47,32,2
264,Hospital,27,5,Atenciones de urgencia - Neumonía (J12-J18),866,108,273,47,142,296
265,Hospital,27,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",788,144,245,70,198,131
266,Hospital,27,7,Hospitalizaciones - Sistema Respiratorio,971,332,300,41,84,214
267,Hospital,27,10,Atenciones de urgencia - IRA Alta (J00-J06),3117,647,1334,710,366,60
268,Hospital,27,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),630,112,243,90,95,90
269,Hospital,27,25,Hospitalizaciones - Total,3233,456,423,189,1070,1095
270,Hospital,28,1,Atenciones de urgencia - Total,32050,3699,6673,5295,11255,5128
271,Hospital,28,2,Atenciones de urgencia - Total Respiratorios,8301,2233,3334,1073,955,706
272,Hospital,28,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2479,1080,1049,168,109,73
273,Hospital,28,4,Atenciones de urgencia - Influenza (J09-J11),186,14,76,50,38,8
274,Hospital,28,5,Atenciones de urgencia - Neumonía (J12-J18),996,147,313,69,154,313
275,Hospital,28,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",894,182,250,87,227,148
276,Hospital,28,7,Hospitalizaciones - Sistema Respiratorio,1152,498,318,40,105,191
277,Hospital,28,10,Atenciones de urgencia - IRA Alta (J00-J06),3029,661,1344,626,323,75
278,Hospital,28,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),717,149,302,73,104,89
279,Hospital,28,25,Hospitalizaciones - Total,3606,589,417,183,1207,1210
280,Hospital,29,1,Atenciones de urgencia - Total,30246,3908,6417,3971,11025,4925
281,Hospital,29,2,Atenciones de urgencia - Total Respiratorios,8458,2489,3387,843,1020,719
282,Hospital,29,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2689,1188,1111,147,154,89
