,GLOSATIPOESTABLECIMIENTO,semana,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
53,Hospital,6,4,Atenciones de urgencia - Influenza (J09-J11),17,1,0,4,7,5
54,Hospital,6,5,Atenciones de urgencia - Neumonía (J12-J18),240,4,15,7,76,138
55,Hospital,6,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",442,40,65,77,151,109
56,Hospital,6,7,Hospitalizaciones - Sistema Respiratorio,221,22,15,13,69,102
57,Hospital,6,10,Atenciones de urgencia - IRA Alta (J00-J06),1161,304,408,243,165,41
58,Hospital,6,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),167,16,27,11,55,58
59,Hospital,6,25,Hospitalizaciones - Total,2615,143,145,181,1145,1001
60,Hospital,7,1,Atenciones de urgencia - Total,28021,2156,3500,4095,12755,5515
61,Hospital,7,2,Atenciones de urgencia - Total Respiratorios,2176,524,569,332,442,309
62,Hospital,7,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),302,110,95,24,48,25
63,Hospital,7,4,Atenciones de urgencia - Influenza (J09-J11),11,0,0,6,4,1
64,Hospital,7,5,Atenciones de urgencia - Neumonía (J12-J18),224,11,19,8,60,126
65,Hospital,7,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",312,53,44,29,109,77
66,Hospital,7,7,Hospitalizaciones - Sistema Respiratorio,246,29,24,17,74,102
67,Hospital,7,10,Atenciones de urgencia - IRA Alta (J00-J06),1174,337,392,247,165,33
68,Hospital,7,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),153,13,19,18,56,47
69,Hospital,7,25,Hospitalizaciones - Total,2847,160,141,222,1249,1075
70,Hospital,8,1,Atenciones de urgencia - Total,28122,2083,3432,3937,12792,5878
71,Hospital,8,2,Atenciones de urgencia - Total Respiratorios,2216,490,567,306,513,340
72,Hospital,8,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),275,88,91,31,33,32
73,Hospital,8,4,Atenciones de urgencia - Influenza (J09-J11),7,0,1,3,3,0
74,Hospital,8,5,Atenciones de urgencia - Neumonía (J12-J18),231,14,30,10,71,106
75,Hospital,8,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",406,40,57,34,157,118
76,Hospital,8,7,Hospitalizaciones - Sistema Respiratorio,208,25,25,17,56,85
77,Hospital,8,10,Atenciones de urgencia - IRA Alta (J00-J06),1139,334,368,214,189,34
78,Hospital,8,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),158,14,20,14,60,50
79,Hospital,8,25,Hospitalizaciones - Total,2784,138,151,211,1203,1081
80,Hospital,9,1,Atenciones de urgencia - Total,28225,2157,3537,4057,12937,5537
81,Hospital,9,2,Atenciones de urgencia - Total Respiratorios,2367,585,610,330,489,353
82,Hospital,9,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),345,110,95,44,68,28
83,Hospital,9,4,Atenciones de urgencia - Influenza (J09-J11),10,1,1,3,4,1
84,Hospital,9,5,Atenciones de urgencia - Neumonía (J12-J18),237,12,14,13,71,127
85,Hospital,9,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",365,38,50,37,136,104
86,Hospital,9,7,Hospitalizaciones - Sistema Respiratorio,231,30,23,28,59,91
87,Hospital,9,10,Atenciones de urgencia - IRA Alta (J00-J06),1237,408,428,209,159,33
88,Hospital,9,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),173,16,22,24,51,60
89,Hospital,9,25,Hospitalizaciones - Total,2785,155,142,197,1218,1073
90,Hospital,10,1,Atenciones de urgencia - Total,30352,2282,4132,5180,13003,5755
91,Hospital,10,2,Atenciones de urgencia - Total Respiratorios,2730,631,800,382,545,372
92,Hospital,10,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),393,124,136,41,48,44
93,Hospital,10,4,Atenciones de urgencia - Influenza (J09-J11),9,0,0,1,7,1
94,Hospital,10,5,Atenciones de urgencia - Neumonía (J12-J18),243,16,20,8,89,110
95,Hospital,10,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",442,44,69,44,159,126
96,Hospital,10,7,Hospitalizaciones - Sistema Respiratorio,253,32,43,25,57,96
97,Hospital,10,10,Atenciones de urgencia - IRA Alta (J00-J06),1467,434,544,264,188,37
98,Hospital,10,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),176,13,31,24,54,54
99,Hospital,10,25,Hospitalizaciones - Total,2813,171,187,237,1194,1024
100,Hospital,11,1,Atenciones de urgencia - Total,35339,2921,5143,7388,13928,5959
101,Hospital,11,2,Atenciones de urgencia - Total Respiratorios,3914,899,1360,643,568,444
102,Hospital,11,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),643,204,265,77,56,41
103,Hospital,11,4,Atenciones de urgencia - Influenza (J09-J11),14,2,4,5,3,0
104,Hospital,11,5,Atenciones de urgencia - Neumonía (J12-J18),302,16,36,16,89,145
105,Hospital,11,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",555,65,117,61,167,145
106,Hospital,11,7,Hospitalizaciones - Sistema Respiratorio,318,46,74,42,65,91
107,Hospital,11,10,Atenciones de urgencia - IRA Alta (J00-J06),2103,579,862,424,196,42
108,Hospital,11,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),297,33,76,60,57,71
109,Hospital,11,25,Hospitalizaciones - Total,2766,187,202,289,1125,963
110,Hospital,12,1,Atenciones de urgencia - Total,37587,3468,6148,8188,13754,6029
111,Hospital,12,2,Atenciones de urgencia - Total Respiratorios,5405,1386,1906,896,755,462
112,Hospital,12,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),844,263,350,107,80,44
113,Hospital,12,4,Atenciones de urgencia - Influenza (J09-J11),27,2,5,11,8,1
114,Hospital,12,5,Atenciones de urgencia - Neumonía (J12-J18),300,23,44,15,97,121
115,Hospital,12,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",642,97,142,58,189,156
116,Hospital,12,7,Hospitalizaciones - Sistema Respiratorio,318,44,53,59,47,115
117,Hospital,12,10,Atenciones de urgencia - IRA Alta (J00-J06),3175,964,1250,600,301,60
118,Hospital,12,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),417,37,115,105,80,80
119,Hospital,12,25,Hospitalizaciones - Total,2877,189,207,303,1177,1001
120,Hospital,13,1,Atenciones de urgencia - Total,37381,3348,6446,8027,13721,5839
121,Hospital,13,2,Atenciones de urgencia - Total Respiratorios,4924,1156,1777,808,703,480
122,Hospital,13,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),795,280,300,113,49,53
123,Hospital,13,4,Atenciones de urgencia - Influenza (J09-J11),33,4,8,17,3,1
124,Hospital,13,5,Atenciones de urgencia - Neumonía (J12-J18),366,20,63,23,111,149
125,Hospital,13,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",578,63,128,53,177,157
126,Hospital,13,7,Hospitalizaciones - Sistema Respiratorio,316,52,55,42,61,106
127,Hospital,13,10,Atenciones de urgencia - IRA Alta (J00-J06),2747,732,1154,528,281,52
128,Hospital,13,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),405,57,124,74,82,68
129,Hospital,13,25,Hospitalizaciones - Total,2884,192,239,276,1204,973
130,Hospital,14,1,Atenciones de urgencia - Total,37636,2908,6360,8531,13849,5988
131,Hospital,14,2,Atenciones de urgencia - Total Respiratorios,4739,940,1876,724,683,516
132,Hospital,14,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),839,250,365,93,75,56
133,Hospital,14,4,Atenciones de urgencia - Influenza (J09-J11),34,2,7,15,8,2
134,Hospital,14,5,Atenciones de urgencia - Neumonía (J12-J18),339,19,49,23,91,157
135,Hospital,14,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",623,54,151,60,188,170
136,Hospital,14,7,Hospitalizaciones - Sistema Respiratorio,315,48,49,28,70,120
137,Hospital,14,10,Atenciones de urgencia - IRA Alta (J00-J06),2583,577,1217,481,260,48
138,Hospital,14,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),321,38,87,52,61,83
139,Hospital,14,25,Hospitalizaciones - Total,2927,179,220,258,1176,1094
140,Hospital,15,1,Atenciones de urgencia - Total,37237,2888,6469,8369,13849,5662
141,Hospital,15,2,Atenciones de urgencia - Total Respiratorios,5048,1081,2054,787,670,456
142,Hospital,15,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),817,253,402,82,48,32
143,Hospital,15,4,Atenciones de urgencia - Influenza (J09-J11),55,0,15,26,14,0
144,Hospital,15,5,Atenciones de urgencia - Neumonía (J12-J18),375,23,72,27,104,149
145,Hospital,15,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",608,89,171,62,156,130
146,Hospital,15,7,Hospitalizaciones - Sistema Respiratorio,319,50,58,28,73,110
147,Hospital,15,10,Atenciones de urgencia - IRA Alta (J00-J06),2836,678,1285,533,282,58
148,Hospital,15,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),357,38,109,57,66,87
149,Hospital,15,25,Hospitalizaciones - Total,2912,195,228,226,1226,1037
150,Hospital,16,1,Atenciones de urgencia - Total,35859,2951,6723,7316,13268,5601
151,Hospital,16,2,Atenciones de urgencia - Total Respiratorios,5444,1072,2347,843,708,474
152,Hospital,16,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1000,283,504,94,75,44
153,Hospital,16,4,Atenciones de urgencia - Influenza (J09-J11),76,1,24,36,14,1
154,Hospital,16,5,Atenciones de urgencia - Neumonía (J12-J18),414,26,87,32,104,165
155,Hospital,16,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",622,78,196,62,146,140
156,Hospital,16,7,Hospitalizaciones - Sistema Respiratorio,332,54,52,30,74,122
157,Hospital,16,10,Atenciones de urgencia - IRA Alta (J00-J06),3032,647,1440,581,309,55
158,Hospital,16,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),300,37,96,38,60,69
159,Hospital,16,25,Hospitalizaciones - Total,2861,184,198,245,1156,1078
160,Hospital,17,1,Atenciones de urgencia - Total,37112,3060,6637,8263,13384,5768
161,Hospital,17,2,Atenciones de urgencia - Total Respiratorios,6090,1213,2432,1096,843,506
162,Hospital,17,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1085,345,461,109,115,55
163,Hospital,17,4,Atenciones de urgencia - Influenza (J09-J11),86,4,21,38,22,1
164,Hospital,17,5,Atenciones de urgencia - Neumonía (J12-J18),448,25,87,34,123,179
165,Hospital,17,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",704,96,211,85,163,149
166,Hospital,17,7,Hospitalizaciones - Sistema Respiratorio,403,67,63,30,104,139
167,Hospital,17,10,Atenciones de urgencia - IRA Alta (J00-J06),3401,695,1532,780,349,45
168,Hospital,17,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),366,48,120,50,71,77
169,Hospital,17,25,Hospitalizaciones - Total,3014,187,208,271,1242,1106
170,Hospital,18,1,Atenciones de urgencia - Total,37286,3220,6982,8009,13569,5506
171,Hospital,18,2,Atenciones de urgencia - Total Respiratorios,6694,1357,2703,1238,864,532
172,Hospital,18,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1122,377,470,129,96,50
173,Hospital,18,4,Atenciones de urgencia - Influenza (J09-J11),155,8,44,76,23,4
174,Hospital,18,5,Atenciones de urgencia - Neumonía (J12-J18),562,46,89,36,153,238
175,Hospital,18,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",719,101,270,93,143,112
176,Hospital,18,7,Hospitalizaciones - Sistema Respiratorio,403,100,62,22,86,133
177,Hospital,18,10,Atenciones de urgencia - IRA Alta (J00-J06),3748,773,1717,843,359,56
178,Hospital,18,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),388,52,113,61,90,72
179,Hospital,18,25,Hospitalizaciones - Total,2785,199,211,225,1118,1032
180,Hospital,19,1,Atenciones de urgencia - Total,37814,3035,6943,8815,13630,5391
181,Hospital,19,2,Atenciones de urgencia - Total Respiratorios,7140,1337,2797,1523,978,505
182,Hospital,19,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1251,359,527,177,131,57
183,Hospital,19,4,Atenciones de urgencia - Influenza (J09-J11),202,9,51,111,29,2
184,Hospital,19,5,Atenciones de urgencia - Neumonía (J12-J18),535,34,98,30,167,206
185,Hospital,19,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",789,102,284,129,178,96
186,Hospital,19,7,Hospitalizaciones - Sistema Respiratorio,424,91,92,25,91,125
187,Hospital,19,10,Atenciones de urgencia - IRA Alta (J00-J06),3926,773,1692,1000,392,69
188,Hospital,19,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),437,60,145,76,81,75
189,Hospital,19,25,Hospitalizaciones - Total,2907,195,233,241,1114,1124
190,Hospital,20,1,Atenciones de urgencia - Total,39316,3189,7500,9858,13191,5578
191,Hospital,20,2,Atenciones de urgencia - Total Respiratorios,8660,1499,3336,2119,1113,593
192,Hospital,20,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1539,450,644,236,142,67
193,Hospital,20,4,Atenciones de urgencia - Influenza (J09-J11),385,10,101,219,49,6
194,Hospital,20,5,Atenciones de urgencia - Neumonía (J12-J18),648,30,144,64,179,231
195,Hospital,20,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",818,115,251,143,186,123
196,Hospital,20,7,Hospitalizaciones - Sistema Respiratorio,539,150,96,36,77,180
197,Hospital,20,10,Atenciones de urgencia - IRA Alta (J00-J06),4832,830,2060,1380,483,79
198,Hospital,20,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),438,64,136,77,74,87
199,Hospital,20,25,Hospitalizaciones - Total,2849,274,228,247,1048,1052
200,Hospital,21,1,Atenciones de urgencia - Total,37232,3251,7091,7871,13662,5357
201,Hospital,21,2,Atenciones de urgencia - Total Respiratorios,9012,1684,3145,2128,1378,677
202,Hospital,21,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1644,511,646,243,178,66
203,Hospital,21,4,Atenciones de urgencia - Influenza (J09-J11),458,18,113,247,69,11
204,Hospital,21,5,Atenciones de urgencia - Neumonía (J12-J18),752,51,144,55,206,296
205,Hospital,21,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",900,128,267,146,233,126
206,Hospital,21,7,Hospitalizaciones - Sistema Respiratorio,591,135,123,37,100,196
207,Hospital,21,10,Atenciones de urgencia - IRA Alta (J00-J06),4730,910,1828,1353,567,72
208,Hospital,21,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),528,66,147,84,125,106
209,Hospital,21,25,Hospitalizaciones - Total,2892,245,258,229,1068,1092
210,Hospital,22,1,Atenciones de urgencia - Total,37046,2962,6484,8985,13245,5370
211,Hospital,22,2,Atenciones de urgencia - Total Respiratorios,8663,1518,2959,2124,1340,722
212,Hospital,22,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1517,476,585,220,166,70
213,Hospital,22,4,Atenciones de urgencia - Influenza (J09-J11),567,22,147,313,76,9
214,Hospital,22,5,Atenciones de urgencia - Neumonía (J12-J18),815,54,145,56,237,323
215,Hospital,22,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",880,116,273,139,242,110
216,Hospital,22,7,Hospitalizaciones - Sistema Respiratorio,681,176,127,29,131,218
217,Hospital,22,10,Atenciones de urgencia - IRA Alta (J00-J06),4366,787,1673,1323,501,82
218,Hospital,22,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),518,63,136,73,118,128
219,Hospital,22,25,Hospitalizaciones - Total,3077,289,263,251,1146,1128
220,Hospital,23,1,Atenciones de urgencia - Total,38145,3113,6970,9297,13517,5248
221,Hospital,23,2,Atenciones de urgencia - Total Respiratorios,9737,1751,3330,2442,1454,760
222,Hospital,23,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1649,549,644,217,170,69
223,Hospital,23,4,Atenciones de urgencia - Influenza (J09-J11),715,33,151,394,124,13
224,Hospital,23,5,Atenciones de urgencia - Neumonía (J12-J18),853,51,184,48,239,331
225,Hospital,23,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1021,162,344,164,248,103
226,Hospital,23,7,Hospitalizaciones - Sistema Respiratorio,810,211,188,35,143,233
227,Hospital,23,10,Atenciones de urgencia - IRA Alta (J00-J06),4937,891,1847,1544,561,94
228,Hospital,23,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),562,65,160,75,112,150
229,Hospital,23,25,Hospitalizaciones - Total,3170,312,316,254,1145,1143
230,Hospital,24,1,Atenciones de urgencia - Total,35755,2930,6754,8075,12934,5062
231,Hospital,24,2,Atenciones de urgencia - Total Respiratorios,9879,1635,3626,2342,1536,740
232,Hospital,24,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1974,649,837,214,206,68
233,Hospital,24,4,Atenciones de urgencia - Influenza (J09-J11),865,30,213,468,141,13
234,Hospital,24,5,Atenciones de urgencia - Neumonía (J12-J18),921,79,213,60,237,332
235,Hospital,24,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1137,148,385,210,280,114
236,Hospital,24,7,Hospitalizaciones - Sistema Respiratorio,939,271,242,35,143,248
237,Hospital,24,10,Atenciones de urgencia - IRA Alta (J00-J06),4477,671,1809,1323,570,104
238,Hospital,24,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),505,58,169,67,102,109
239,Hospital,24,25,Hospitalizaciones - Total,3184,365,368,196,1149,1106
240,Hospital,25,1,Atenciones de urgencia - Total,36159,2958,6454,8251,13203,5293
241,Hospital,25,2,Atenciones de urgencia - Total Respiratorios,9591,1745,3431,2131,1542,742
242,Hospital,25,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2252,767,983,225,189,88
243,Hospital,25,4,Atenciones de urgencia - Influenza (J09-J11),768,22,174,416,141,15
244,Hospital,25,5,Atenciones de urgencia - Neumonía (J12-J18),983,101,288,55,235,304
245,Hospital,25,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1044,146,343,163,286,106
246,Hospital,25,7,Hospitalizaciones - Sistema Respiratorio,1031,333,321,37,132,208
247,Hospital,25,10,Atenciones de urgencia - IRA Alta (J00-J06),3985,637,1449,1198,600,101
248,Hospital,25,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),559,72,194,74,91,128
249,Hospital,25,25,Hospitalizaciones - Total,3482,431,432,208,1210,1201
250,Hospital,26,1,Atenciones de urgencia - Total,34620,2925,6371,7539,12755,5030
251,Hospital,26,2,Atenciones de urgencia - Total Respiratorios,9066,1769,3328,1884,1345,740
252,Hospital,26,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2288,846,1016,179,172,75
253,Hospital,26,4,Atenciones de urgencia - Influenza (J09-J11),634,8,127,385,100,14
254,Hospital,26,5,Atenciones de urgencia - Neumonía (J12-J18),981,104,292,57,205,323
255,Hospital,26,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1065,142,352,173,263,135
256,Hospital,26,7,Hospitalizaciones - Sistema Respiratorio,1187,395,355,40,145,252
257,Hospital,26,10,Atenciones de urgencia - IRA Alta (J00-J06),3418,529,1268,1019,517,85
258,Hospital,26,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),680,140,273,71,88,108
259,Hospital,26,25,Hospitalizaciones - Total,3443,478,445,185,1146,1189
260,Hospital,27,1,Atenciones de urgencia - Total,35277,3321,6671,7079,12785,5421
261,Hospital,27,2,Atenciones de urgencia - Total Respiratorios,9212,2031,3458,1689,1335,699
262,Hospital,27,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2629,1037,1133,203,185,71
263,Hospital,27,4,Atenciones de urgencia - Influenza (J09-J11),475,14,129,229,88,15
264,Hospital,27,5,Atenciones de urgencia - Neumonía (J12-J18),1004,135,294,63,217,295
265,Hospital,27,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",1000,133,321,161,257,128
266,Hospital,27,7,Hospitalizaciones - Sistema Respiratorio,1295,546,388,36,118,207
267,Hospital,27,10,Atenciones de urgencia - IRA Alta (J00-J06),3406,573,1290,960,484,99
268,Hospital,27,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),698,139,291,73,104,91
269,Hospital,27,25,Hospitalizaciones - Total,3680,632,466,184,1185,1213
270,Hospital,28,1,Atenciones de urgencia - Total,34327,3581,6464,5805,12974,5503
271,Hospital,28,2,Atenciones de urgencia - Total Respiratorios,8954,2304,3310,1359,1240,741
272,Hospital,28,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),2658,1255,975,164,180,84
273,Hospital,28,4,Atenciones de urgencia - Influenza (J09-J11),386,12,89,193,82,10
274,Hospital,28,5,Atenciones de urgencia - Neumonía (J12-J18),1067,149,337,63,220,298
275,Hospital,28,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",918,144,272,134,236,132
276,Hospital,28,7,Hospitalizaciones - Sistema Respiratorio,1423,636,406,47,105,229
277,Hospital,28,10,Atenciones de urgencia - IRA Alta (J00-J06),3181,595,1335,725,430,96
278,Hospital,28,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),744,149,302,80,92,121
279,Hospital,28,25,Hospitalizaciones - Total,3862,714,491,189,1206,1262
280,Hospital,29,1,Atenciones de urgencia - Total,31444,3586,5877,3890,12503,5588
281,Hospital,29,2,Atenciones de urgencia - Total Respiratorios,8243,2383,3063,908,1177,712
